Fri Jan  7 22:05:01 2022    output.dat

         9052155 function calls (8694985 primitive calls) in 48.670 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 C:\Users\joshu\OneDrive\Dokumente\gitprojects\labelme\labelme\widgets\canvas.py:889(resetState)
        1    0.000    0.000    0.005    0.005 C:\Users\joshu\OneDrive\Dokumente\gitprojects\labelme\labelme\app.py:346(<lambda>)
        3    0.000    0.000    0.000    0.000 C:\Users\joshu\OneDrive\Dokumente\gitprojects\labelme\labelme\app.py:1030(addRecentFile)
        3    0.000    0.000    0.000    0.000 C:\Users\joshu\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\ruamel\yaml\reader.py:112(stream)
        3    0.000    0.000    0.000    0.000 C:\Users\joshu\OneDrive\Dokumente\gitprojects\labelme\labelme\widgets\label_dialog.py:174(resetFlags)
        1    0.000    0.000    0.000    0.000 C:\Users\joshu\OneDrive\Dokumente\gitprojects\labelme\labelme\logger.py:29(format)
       48    0.000    0.000    0.000    0.000 C:\Users\joshu\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\ruamel\yaml\comments.py:721(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\joshu\OneDrive\Dokumente\gitprojects\labelme\labelme\widgets\label_dialog.py:157(updateFlags)
        1    0.000    0.000    0.000    0.000 {built-in method addLayout}
       29    0.000    0.000    0.000    0.000 {built-in method fromkeys}
       19    0.000    0.000    0.000    0.000 {built-in method x}
       17    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:391(cached)
        2    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.496.0_x64__qbz5n2kfra8p0\lib\ntpath.py:289(expanduser)
       16    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.496.0_x64__qbz5n2kfra8p0\lib\argparse.py:1800(_add_action)
        3    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.496.0_x64__qbz5n2kfra8p0\lib\locale.py:362(_replace_encoding)
        5    0.000    0.000    0.001    0.000 C:\Users\joshu\OneDrive\Dokumente\gitprojects\labelme\labelme\app.py:907(menu)
        1    0.000    0.000    0.000    0.000 {built-in method horizontalScrollBar}
      5/4    0.000    0.000    0.012    0.003 {built-in method builtins.__import__}
       12    0.000    0.000    0.000    0.000 C:\Users\joshu\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\PIL\Image.py:3558(__contains__)
        6    0.000    0.000    0.002    0.000 C:\Users\joshu\OneDrive\Dokumente\gitprojects\labelme\labelme\label_file.py:16(open)
       51    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
        5    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.496.0_x64__qbz5n2kfra8p0\lib\abc.py:105(__new__)
        9    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.496.0_x64__qbz5n2kfra8p0\lib\argparse.py:902(__init__)
        4    0.000    0.000    0.000    0.000 C:\Users\joshu\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\ruamel\yaml\reader.py:284(update_raw)
        1    0.000    0.000    0.000    0.000 C:\Users\joshu\OneDrive\Dokumente\gitprojects\labelme\labelme\widgets\canvas.py:859(loadPixmap)
       10    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:169(__enter__)
        8    0.000    0.000    0.000    0.000 C:\Users\joshu\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\PIL\_util.py:5(isPath)
       24    0.000    0.000    0.000    0.000 C:\Users\joshu\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\ruamel\yaml\comments.py:563(extend)
        5    0.000    0.000    0.000    0.000 C:\Users\joshu\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\colorama\winterm.py:49(fore)
        6    0.000    0.000    0.000    0.000 C:\Users\joshu\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\PIL\Image.py:3142(register_save)
        3    0.000    0.000    0.000    0.000 C:\Users\joshu\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\ruamel\yaml\parser.py:211(parse_document_start)
       10    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:198(cb)
       10    0.000    0.000    0.000    0.000 C:\Users\joshu\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\ruamel\yaml\reader.py:252(update)
        9    0.000    0.000    0.000    0.000 {built-in method nt._path_splitroot}
        3    0.000    0.000    0.000    0.000 C:\Users\joshu\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\PIL\Image.py:3325(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\joshu\OneDrive\Dokumente\gitprojects\labelme\labelme\app.py:1771(scaleFitWindow)
        3    0.000    0.000    0.000    0.000 C:\Users\joshu\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\ruamel\yaml\compat.py:197(version_tnf)
        1    0.000    0.000    0.000    0.000 {built-in method installTranslator}
        6    0.000    0.000    0.000    0.000 C:\Users\joshu\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\ruamel\yaml\events.py:114(__init__)
        6    0.000    0.000    0.000    0.000 C:\Users\joshu\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\ruamel\yaml\events.py:127(__init__)
        5    0.000    0.000    0.000    0.000 C:\Users\joshu\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\PIL\TiffImagePlugin.py:654(decorator)
       16    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.496.0_x64__qbz5n2kfra8p0\lib\argparse.py:1563(_pop_action_class)
        4    0.000    0.000    0.000    0.000 C:\Users\joshu\OneDrive\Dokumente\gitprojects\labelme\labelme\widgets\label_list_widget.py:84(setShape)
        1    0.000    0.000    0.000    0.000 {built-in method trigger}
        3    0.000    0.000    0.000    0.000 C:\Users\joshu\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\PIL\Image.py:386(_getdecoder)
        2    0.000    0.000    0.000    0.000 {built-in method _imp.source_hash}
        4    0.000    0.000    0.000    0.000 {built-in method setTextAlignment}
        1    0.000    0.000    0.000    0.000 C:\Users\joshu\OneDrive\Dokumente\gitprojects\labelme\labelme\label_file.py:122(<listcomp>)
        3    0.000    0.000    0.000    0.000 C:\Users\joshu\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\ruamel\yaml\parser.py:250(parse_document_end)
        3    0.000    0.000    0.000    0.000 {method 'pixel_access' of 'ImagingCore' objects}
        5    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.496.0_x64__qbz5n2kfra8p0\lib\sre_parse.py:267(getuntil)
        1    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.496.0_x64__qbz5n2kfra8p0\lib\logging\__init__.py:1394(_clear_cache)
        9    0.000    0.000    0.000    0.000 C:\Users\joshu\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\ruamel\yaml\scanner.py:171(check_token)
        8    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
        1    0.000    0.000    0.000    0.000 C:\Users\joshu\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\PIL\BmpImagePlugin.py:60(BmpImageFile)
       24    0.000    0.000    0.000    0.000 C:\Users\joshu\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\ruamel\yaml\comments.py:1004(__len__)
        1    0.000    0.000    0.000    0.000 C:\Users\joshu\OneDrive\Dokumente\gitprojects\labelme\labelme\app.py:1002(toggleActions)
        9    0.000    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:1422(find_spec)
       15    0.000    0.000    0.000    0.000 C:\Users\joshu\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\PIL\Image.py:510(__getattr__)
        4    0.000    0.000    0.000    0.000 {built-in method _struct.unpack_from}
       10    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:357(__init__)
        5    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.496.0_x64__qbz5n2kfra8p0\lib\ntpath.py:537(abspath)
       11    0.000    0.000    0.000    0.000 C:\Users\joshu\OneDrive\Dokumente\gitprojects\labelme\labelme\app.py:1403(labelSelectionChanged)
        3    0.000    0.000    0.000    0.000 C:\Users\joshu\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\ruamel\yaml\reader.py:82(__init__)
       48    0.000    0.000    0.000    0.000 C:\Users\joshu\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\ruamel\yaml\comments.py:226(__init__)
        4    0.000    0.000    0.000    0.000 {built-in method setCheckState}
        6    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.496.0_x64__qbz5n2kfra8p0\lib\encodings\cp1252.py:22(decode)
       12    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.496.0_x64__qbz5n2kfra8p0\lib\ntpath.py:34(_get_bothseps)
       28    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:893(__enter__)
        8    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1089(path_stats)
       12    0.000    0.000    0.000    0.000 C:\Users\joshu\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\ruamel\yaml\tokens.py:353(__init__)
        3    0.000    0.000    0.134    0.045 C:\Users\joshu\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\ruamel\yaml\constructor.py:116(get_single_data)
        2    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.496.0_x64__qbz5n2kfra8p0\lib\argparse.py:1616(__init__)
       18    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.496.0_x64__qbz5n2kfra8p0\lib\sre_compile.py:595(isstring)
        1    0.000    0.000    0.189    0.189 C:\Users\joshu\OneDrive\Dokumente\gitprojects\labelme\labelme\app.py:1827(loadRecent)
        5    0.000    0.000    0.000    0.000 C:\Users\joshu\OneDrive\Dokumente\gitprojects\labelme\labelme\widgets\label_dialog.py:182(setFlags)
        2    0.000    0.000    0.000    0.000 {built-in method selectedItems}
        1    0.000    0.000    0.000    0.000 {built-in method setModal}
       16    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.496.0_x64__qbz5n2kfra8p0\lib\argparse.py:1576(_check_conflict)
        6    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.496.0_x64__qbz5n2kfra8p0\lib\sre_compile.py:461(_get_literal_prefix)
        1    0.000    0.000    0.000    0.000 C:\Users\joshu\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\PIL\TiffImagePlugin.py:294(IFDRational)
        1    0.000    0.000    0.000    0.000 C:\Users\joshu\OneDrive\Dokumente\gitprojects\labelme\labelme\app.py:2150(imageList)
        4    0.000    0.000    0.000    0.000 C:\Users\joshu\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\PIL\TiffImagePlugin.py:942(__init__)
        9    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:150(_path_is_mode_type)
        8    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.496.0_x64__qbz5n2kfra8p0\lib\ntpath.py:221(dirname)
        3    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.496.0_x64__qbz5n2kfra8p0\lib\contextlib.py:279(helper)
       30    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.496.0_x64__qbz5n2kfra8p0\lib\sre_parse.py:81(groups)
        9    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.496.0_x64__qbz5n2kfra8p0\lib\sre_parse.py:921(fix_flags)
        3    0.000    0.000    0.000    0.000 C:\Users\joshu\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\PIL\ImageFile.py:276(load_prepare)
        3    0.000    0.000    0.006    0.002 C:\Users\joshu\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\ruamel\yaml\constructor.py:124(construct_document)
       16    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.496.0_x64__qbz5n2kfra8p0\lib\argparse.py:581(format)
        6    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.496.0_x64__qbz5n2kfra8p0\lib\sre_parse.py:84(opengroup)
        8    0.000    0.000    0.000    0.000 C:\Users\joshu\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\ruamel\yaml\tokens.py:76(add_pre_comments)
       28    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:897(__exit__)
       16    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.496.0_x64__qbz5n2kfra8p0\lib\argparse.py:203(__init__)
       13    0.000    0.000    0.000    0.000 C:\Users\joshu\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\PIL\Image.py:3165(register_extension)
       15    0.000    0.000    0.000    0.000 C:\Users\joshu\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\ruamel\yaml\emitter.py:1766(write_post_comment)
       28    0.000    0.000    0.000    0.000 C:\Users\joshu\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\PIL\TiffImagePlugin.py:553(__contains__)
        4    0.000    0.000    0.000    0.000 C:\Users\joshu\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\PIL\_binary.py:60(i32le)
        8    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:542(_check_name_wrapper)
        8    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1040(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\joshu\OneDrive\Dokumente\gitprojects\labelme\labelme\app.py:1688(<dictcomp>)
        1    0.000    0.000    0.001    0.001 C:\Users\joshu\OneDrive\Dokumente\gitprojects\labelme\labelme\app.py:1765(adjustScale)
        3    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.496.0_x64__qbz5n2kfra8p0\lib\genericpath.py:121(_splitext)
        5    0.000    0.000    0.000    0.000 C:\Users\joshu\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\colorama\winterm.py:44(reset_all)
        7    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.496.0_x64__qbz5n2kfra8p0\lib\fractions.py:276(_operator_fallbacks)
       10    0.000    0.000    0.000    0.000 {built-in method builtins.delattr}
        6    0.000    0.000    0.000    0.000 C:\Users\joshu\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\ruamel\yaml\emitter.py:1252(flush_stream)
        1    0.000    0.000    0.000    0.000 {built-in method setDefaultWidget}
        1    0.000    0.000    0.000    0.000 {built-in method setApplicationName}
        5    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.496.0_x64__qbz5n2kfra8p0\lib\codecs.py:186(__init__)
        1    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.496.0_x64__qbz5n2kfra8p0\lib\argparse.py:2011(consume_positionals)
